year	bottom_CI	top_CI	mean	name_origin	label	corpus
2011	0.340659340659341	0.403453689167975	0.370739403453689	European	NA	citation_scientist_first
2015	0.321660181582361	0.378793774319066	0.350876783398184	European	NA	citation_scientist_first
2014	0.307017543859649	0.362155388471178	0.334328320802005	European	NA	citation_scientist_first
2019	0.304498269896194	0.355247981545559	0.328346020761246	European	NA	citation_scientist_first
2018	0.294326241134752	0.348699763593381	0.322234042553191	European	NA	citation_scientist_first
2010	0.306946688206785	0.37156704361874	0.338912762520194	European	NA	citation_scientist_first
2006	0.318532818532819	0.388030888030888	0.352164092664093	European	NA	citation_scientist_first
2017	0.293915040183697	0.345579793340987	0.318587830080367	European	NA	citation_scientist_first
2013	0.290989660265879	0.350147710487445	0.32125258493353	European	NA	citation_scientist_first
2009	0.262903225806452	0.319354838709677	0.289982258064516	European	NA	citation_scientist_first
2005	0.297912713472486	0.358633776091082	0.327436432637571	European	NA	citation_scientist_first
2007	0.331541218637993	0.396057347670251	0.363010752688172	European	NA	citation_scientist_first
2016	0.198369565217391	0.25	0.224520380434783	EastAsian	NA	citation_scientist_first
2020	0.24390243902439	0.298421807747489	0.27112769010043	EastAsian	EastAsian	citation_scientist_first
2008	0.163120567375887	0.218085106382979	0.189712765957447	EastAsian	NA	citation_scientist_first
2012	0.183976261127596	0.232937685459941	0.208175074183976	EastAsian	NA	citation_scientist_first
2011	0.17425431711146	0.224489795918367	0.199686028257457	EastAsian	NA	citation_scientist_first
2015	0.197081712062257	0.243839169909209	0.220619974059663	EastAsian	NA	citation_scientist_first
2014	0.201754385964912	0.25062656641604	0.226385964912281	EastAsian	NA	citation_scientist_first
2019	0.236447520184544	0.283737024221453	0.260742791234141	EastAsian	NA	citation_scientist_first
2018	0.234042553191489	0.283687943262411	0.258670212765957	EastAsian	NA	citation_scientist_first
2010	0.192245557350565	0.247172859450727	0.221363489499192	EastAsian	NA	citation_scientist_first
2006	0.17953667953668	0.237451737451737	0.208351351351351	EastAsian	NA	citation_scientist_first
2017	0.208955223880597	0.256027554535017	0.231893226176808	EastAsian	NA	citation_scientist_first
2013	0.221565731166913	0.276218611521418	0.249499261447563	EastAsian	NA	citation_scientist_first
2009	0.216129032258065	0.27258064516129	0.24375	EastAsian	NA	citation_scientist_first
2005	0.197343453510436	0.256166982922201	0.226812144212524	EastAsian	NA	citation_scientist_first
2007	0.17921146953405	0.232974910394265	0.206627240143369	EastAsian	NA	citation_scientist_first
2016	0.0326086956521739	0.0557744565217391	0.0438192934782609	SouthAsian	NA	citation_scientist_first
2020	0.0373027259684362	0.0646341463414633	0.0514390243902439	SouthAsian	SouthAsian	citation_scientist_first
2008	0.0301418439716312	0.0567375886524823	0.042436170212766	SouthAsian	NA	citation_scientist_first
2012	0.0237388724035608	0.0474777448071217	0.0356083086053412	SouthAsian	NA	citation_scientist_first
2011	0.0188383045525903	0.0392464678178964	0.0282888540031397	SouthAsian	NA	citation_scientist_first
2015	0.0259403372243839	0.0479896238651102	0.0366848249027237	SouthAsian	NA	citation_scientist_first
2014	0.0363408521303258	0.0601503759398496	0.0475827067669173	SouthAsian	NA	citation_scientist_first
2019	0.0369088811995386	0.0600346020761245	0.0485063437139562	SouthAsian	NA	citation_scientist_first
2018	0.0200945626477541	0.0367021276595744	0.0281962174940898	SouthAsian	NA	citation_scientist_first
2010	0.0290791599353796	0.0549273021001615	0.0415815831987076	SouthAsian	NA	citation_scientist_first
2006	0.0173745173745174	0.0424710424710425	0.030449806949807	SouthAsian	NA	citation_scientist_first
2017	0.0241102181400689	0.0436280137772675	0.0333180252583238	SouthAsian	NA	citation_scientist_first
2013	0.017725258493353	0.0384047267355982	0.0279335302806499	SouthAsian	NA	citation_scientist_first
2009	0.0354838709677419	0.0645161290322581	0.0500306451612903	SouthAsian	NA	citation_scientist_first
2005	0.0188804554079697	0.0436432637571157	0.0304592030360531	SouthAsian	NA	citation_scientist_first
2007	0.028673835125448	0.0609318996415771	0.0447670250896057	SouthAsian	NA	citation_scientist_first
2016	0.0135869565217391	0.0326086956521739	0.0222934782608696	ArabTurkPers	NA	citation_scientist_first
2020	0.0172166427546628	0.0373027259684362	0.0271836441893831	ArabTurkPers	ArabTurkPers	citation_scientist_first
2008	0.00354609929078014	0.0177304964539007	0.010645390070922	ArabTurkPers	NA	citation_scientist_first
2012	0.013353115727003	0.0311572700296736	0.0221350148367953	ArabTurkPers	NA	citation_scientist_first
2011	0.0156985871271586	0.0345368916797488	0.0249183673469388	ArabTurkPers	NA	citation_scientist_first
2015	0.012970168612192	0.0298313878080415	0.0211219195849546	ArabTurkPers	NA	citation_scientist_first
2014	0.0150375939849624	0.0325814536340852	0.0238070175438596	ArabTurkPers	NA	citation_scientist_first
2019	0.0207612456747405	0.0403690888119954	0.0303979238754325	ArabTurkPers	NA	citation_scientist_first
2018	0.0200945626477541	0.0390070921985816	0.0296713947990544	ArabTurkPers	NA	citation_scientist_first
2010	0.0161550888529887	0.0387722132471729	0.0271744749596123	ArabTurkPers	NA	citation_scientist_first
2006	0.0193050193050193	0.0405405405405405	0.0288359073359073	ArabTurkPers	NA	citation_scientist_first
2017	0.0195177956371986	0.0367393800229621	0.0276785304247991	ArabTurkPers	NA	citation_scientist_first
2013	0.0118168389955687	0.0310192023633678	0.0210073855243722	ArabTurkPers	NA	citation_scientist_first
2009	0.00483870967741936	0.0193548387096774	0.0112661290322581	ArabTurkPers	NA	citation_scientist_first
2005	0.0113851992409867	0.032258064516129	0.0208937381404175	ArabTurkPers	NA	citation_scientist_first
2007	0.0125448028673835	0.032258064516129	0.0214784946236559	ArabTurkPers	NA	citation_scientist_first
2016	0.226902173913043	0.279891304347826	0.25295652173913	CelticEnglish	NA	citation_scientist_first
2020	0.190817790530846	0.24390243902439	0.217878048780488	CelticEnglish	CelticEnglish	citation_scientist_first
2008	0.24822695035461	0.312056737588652	0.280354609929078	CelticEnglish	NA	citation_scientist_first
2012	0.261127596439169	0.320474777448071	0.290378338278932	CelticEnglish	NA	citation_scientist_first
2011	0.233908948194662	0.290423861852433	0.261739403453689	CelticEnglish	NA	citation_scientist_first
2015	0.229571984435798	0.282749675745785	0.25701037613489	CelticEnglish	NA	citation_scientist_first
2014	0.231829573934837	0.283208020050125	0.257741854636591	CelticEnglish	NA	citation_scientist_first
2019	0.204152249134948	0.251441753171857	0.227117647058824	CelticEnglish	NA	citation_scientist_first
2018	0.225768321513002	0.274290780141844	0.249102836879433	CelticEnglish	NA	citation_scientist_first
2010	0.227786752827141	0.282714054927302	0.254560581583199	CelticEnglish	NA	citation_scientist_first
2006	0.241216216216216	0.301158301158301	0.270023166023166	CelticEnglish	NA	citation_scientist_first
2017	0.233065442020666	0.282433983926521	0.257952927669346	CelticEnglish	NA	citation_scientist_first
2013	0.224519940915805	0.277695716395864	0.251497784342688	CelticEnglish	NA	citation_scientist_first
2009	0.262903225806452	0.321048387096774	0.291827419354839	CelticEnglish	NA	citation_scientist_first
2005	0.233396584440228	0.294117647058824	0.263286527514231	CelticEnglish	NA	citation_scientist_first
2007	0.232974910394265	0.297491039426523	0.264983870967742	CelticEnglish	NA	citation_scientist_first
2016	0.0380434782608696	0.0652173913043478	0.0506603260869565	Hispanic	NA	citation_scientist_first
2020	0.0444763271162123	0.0746054519368723	0.0591692969870875	Hispanic	Hispanic	citation_scientist_first
2008	0.0230496453900709	0.0478723404255319	0.0348794326241135	Hispanic	NA	citation_scientist_first
2012	0.029673590504451	0.0534124629080119	0.0403872403560831	Hispanic	NA	citation_scientist_first
2011	0.0251177394034537	0.0502354788069074	0.0375902668759812	Hispanic	NA	citation_scientist_first
2015	0.0337224383916991	0.0583657587548638	0.0451828793774319	Hispanic	NA	citation_scientist_first
2014	0.0401002506265664	0.0651629072681704	0.052828320802005	Hispanic	NA	citation_scientist_first
2019	0.041522491349481	0.0657439446366782	0.0528500576701269	Hispanic	NA	citation_scientist_first
2018	0.033096926713948	0.0567375886524823	0.0447884160756501	Hispanic	NA	citation_scientist_first
2010	0.0258481421647819	0.0516962843295638	0.0386801292407108	Hispanic	NA	citation_scientist_first
2006	0.0308880308880309	0.0617760617760618	0.0462220077220077	Hispanic	NA	citation_scientist_first
2017	0.0378300803673939	0.0619977037887486	0.0492055109070034	Hispanic	NA	citation_scientist_first
2013	0.0398818316100443	0.0679468242245199	0.0531580502215657	Hispanic	NA	citation_scientist_first
2009	0.0193548387096774	0.0403225806451613	0.0290548387096774	Hispanic	NA	citation_scientist_first
2005	0.0227703984819734	0.0493358633776091	0.0360645161290323	Hispanic	NA	citation_scientist_first
2007	0.021505376344086	0.0448028673835125	0.0326326164874552	Hispanic	NA	citation_scientist_first
2016	0.0339673913043478	0.0597826086956522	0.0465067934782609	Nordic	NA	citation_scientist_first
2020	0.0157819225251076	0.0344332855093257	0.024661406025825	Nordic	Nordic	citation_scientist_first
2008	0.0336879432624113	0.0620567375886525	0.0480833333333333	Nordic	NA	citation_scientist_first
2012	0.0252225519287834	0.0489614243323442	0.0370356083086053	Nordic	NA	citation_scientist_first
2011	0.0204081632653061	0.0423861852433281	0.031403453689168	Nordic	NA	citation_scientist_first
2015	0.0246433203631647	0.0466926070038911	0.0360713359273671	Nordic	NA	citation_scientist_first
2014	0.0162907268170426	0.0338345864661654	0.0249649122807018	Nordic	NA	citation_scientist_first
2019	0.0173010380622837	0.0357554786620531	0.0264048442906574	Nordic	NA	citation_scientist_first
2018	0.0212765957446809	0.0401891252955083	0.030645390070922	Nordic	NA	citation_scientist_first
2010	0.0177705977382876	0.0403877221324717	0.0291470113085622	Nordic	NA	citation_scientist_first
2006	0.0153474903474904	0.0366795366795367	0.025030888030888	Nordic	NA	citation_scientist_first
2017	0.0332950631458094	0.0562571756601607	0.0446268656716418	Nordic	NA	citation_scientist_first
2013	0.0236336779911374	0.0472673559822747	0.0355317577548006	Nordic	NA	citation_scientist_first
2009	0.0354838709677419	0.0645161290322581	0.0500145161290323	Nordic	NA	citation_scientist_first
2005	0.0417457305502846	0.0740037950664137	0.0570702087286528	Nordic	NA	citation_scientist_first
2007	0.025089605734767	0.0537634408602151	0.0395143369175627	Nordic	NA	citation_scientist_first
2016	0.00135869565217391	0.0108695652173913	0.00541032608695652	African	NA	citation_scientist_first
2020	0.00286944045911047	0.0143472022955524	0.00848206599713056	African	African	citation_scientist_first
2008	0.00354609929078014	0.0177304964539007	0.0107996453900709	African	NA	citation_scientist_first
2012	0.00593471810089021	0.0192878338278932	0.0117448071216617	African	NA	citation_scientist_first
2011	0.00627943485086342	0.0204081632653061	0.0126122448979592	African	NA	citation_scientist_first
2015	0.00778210116731518	0.0233463035019455	0.0155629053177691	African	NA	citation_scientist_first
2014	0.0012531328320802	0.0075187969924812	0.00386340852130326	African	NA	citation_scientist_first
2019	0	0.00576701268742791	0.00239561707035755	African	NA	citation_scientist_first
2018	0.00709219858156028	0.0200945626477541	0.0130673758865248	African	NA	citation_scientist_first
2010	0.00807754442649435	0.0226171243941842	0.0147544426494346	African	NA	citation_scientist_first
2006	0.00955598455598464	0.027027027027027	0.0176081081081081	African	NA	citation_scientist_first
2017	0.00803673938002296	0.0218140068886338	0.01500803673938	African	NA	citation_scientist_first
2013	0.00738552437223043	0.0236336779911374	0.014890694239291	African	NA	citation_scientist_first
2009	0.00806451612903226	0.0258064516129032	0.0163806451612903	African	NA	citation_scientist_first
2005	0.00569259962049336	0.0227703984819734	0.0133074003795066	African	NA	citation_scientist_first
2007	0.0017921146953405	0.0125448028673835	0.00717204301075269	African	NA	citation_scientist_first
2016	0.0203804347826087	0.0407608695652174	0.0297119565217391	Hebrew	NA	citation_scientist_first
2020	0.00573888091822095	0.0200860832137733	0.0128823529411765	Hebrew	Hebrew	citation_scientist_first
2008	0.00531914893617021	0.0212765957446809	0.0126028368794326	Hebrew	NA	citation_scientist_first
2012	0.00593471810089021	0.0207715133531157	0.0132878338278932	Hebrew	NA	citation_scientist_first
2011	0.0125588697017268	0.032967032967033	0.0219968602825746	Hebrew	NA	citation_scientist_first
2015	0.00648508430609598	0.0207522697795071	0.0129507133592737	Hebrew	NA	citation_scientist_first
2014	0.0162907268170426	0.0338345864661654	0.0246942355889724	Hebrew	NA	citation_scientist_first
2019	0.00922722029988466	0.0230680507497117	0.0161683967704729	Hebrew	NA	citation_scientist_first
2018	0.0118203309692671	0.0271867612293144	0.0189964539007092	Hebrew	NA	citation_scientist_first
2010	0.0113085621970921	0.0290791599353796	0.0193424878836834	Hebrew	NA	citation_scientist_first
2006	0.00965250965250965	0.028957528957529	0.0193339768339768	Hebrew	NA	citation_scientist_first
2017	0.00803673938002296	0.0206659012629162	0.013743972445465	Hebrew	NA	citation_scientist_first
2013	0.0118168389955687	0.0295420974889217	0.0208389955686854	Hebrew	NA	citation_scientist_first
2009	0.00483870967741936	0.0178225806451612	0.0112661290322581	Hebrew	NA	citation_scientist_first
2005	0.00189753320683112	0.015180265654649	0.00770018975332068	Hebrew	NA	citation_scientist_first
2007	0.00716845878136201	0.0232974910394265	0.0145681003584229	Hebrew	NA	citation_scientist_first
2016	0.00271739130434783	0.0122282608695652	0.00685190217391304	Greek	NA	citation_scientist_first
2020	0.00286944045911047	0.0129124820659971	0.00715208034433285	Greek	Greek	citation_scientist_first
2008	0.00354609929078014	0.0177304964539007	0.0104787234042553	Greek	NA	citation_scientist_first
2012	0.00741839762611276	0.0207715133531157	0.0132982195845697	Greek	NA	citation_scientist_first
2011	0.00470957613814757	0.0188383045525903	0.0110251177394035	Greek	NA	citation_scientist_first
2015	0	0.00778210116731518	0.00391828793774319	Greek	NA	citation_scientist_first
2014	0.0012531328320802	0.0075187969924812	0.00380325814536341	Greek	NA	citation_scientist_first
2019	0.00230680507497117	0.0115340253748558	0.00707035755478662	Greek	NA	citation_scientist_first
2018	0.00118203309692671	0.008274231678487	0.00462765957446809	Greek	NA	citation_scientist_first
2010	0.00646203554119548	0.0226171243941842	0.0144830371567044	Greek	NA	citation_scientist_first
2006	0	0.00579150579150579	0.00198069498069498	Greek	NA	citation_scientist_first
2017	0.0034443168771527	0.0126291618828932	0.00798507462686567	Greek	NA	citation_scientist_first
2013	0	0.00886262924667651	0.00438995568685377	Greek	NA	citation_scientist_first
2009	0.00161290322580645	0.0112903225806452	0.00642741935483871	Greek	NA	citation_scientist_first
2005	0.00759013282732448	0.0265654648956357	0.0169696394686907	Greek	NA	citation_scientist_first
2007	0	0.010752688172043	0.00524551971326165	Greek	NA	citation_scientist_first
2020	0.21256038647343	0.309178743961353	0.260458937198068	European	European	citation_journalist_last
2010	0.288888888888889	0.374603174603175	0.332107936507937	European	NA	citation_journalist_last
2013	0.289405684754522	0.366925064599483	0.327896640826873	European	NA	citation_journalist_last
2018	0.275735294117647	0.371323529411765	0.322805147058824	European	NA	citation_journalist_last
2016	0.283582089552239	0.376865671641791	0.33309328358209	European	NA	citation_journalist_last
2012	0.280555555555556	0.363888888888889	0.322391666666667	European	NA	citation_journalist_last
2011	0.272388059701493	0.362126865671642	0.317705223880597	European	NA	citation_journalist_last
2007	0.3	0.417647058823529	0.357641176470588	European	NA	citation_journalist_last
2019	0.204379562043796	0.291970802919708	0.249328467153285	European	NA	citation_journalist_last
2005	0.307692307692308	0.423076923076923	0.364236263736264	European	NA	citation_journalist_last
2008	0.28169014084507	0.408450704225352	0.344901408450704	European	NA	citation_journalist_last
2014	0.349264705882353	0.444852941176471	0.397095588235294	European	NA	citation_journalist_last
2009	0.288389513108614	0.382022471910112	0.331797752808989	European	NA	citation_journalist_last
2015	0.308176100628931	0.39622641509434	0.352566037735849	European	NA	citation_journalist_last
2017	0.309803921568627	0.403921568627451	0.358152941176471	European	NA	citation_journalist_last
2006	0.26063829787234	0.372340425531915	0.318218085106383	European	NA	citation_journalist_last
2020	0.178743961352657	0.270531400966184	0.222082125603865	EastAsian	EastAsian	citation_journalist_last
2010	0.101428571428572	0.161904761904762	0.130444444444444	EastAsian	NA	citation_journalist_last
2013	0.142118863049096	0.204263565891473	0.173426356589147	EastAsian	NA	citation_journalist_last
2018	0.125	0.194852941176471	0.1588125	EastAsian	NA	citation_journalist_last
2016	0.130597014925373	0.201492537313433	0.164847014925373	EastAsian	NA	citation_journalist_last
2012	0.108333333333333	0.163888888888889	0.1351	EastAsian	NA	citation_journalist_last
2011	0.104477611940299	0.171641791044776	0.138055970149254	EastAsian	NA	citation_journalist_last
2007	0.0705882352941176	0.152941176470588	0.111264705882353	EastAsian	NA	citation_journalist_last
2019	0.204379562043796	0.291970802919708	0.246740875912409	EastAsian	NA	citation_journalist_last
2005	0.0659340659340659	0.137362637362637	0.0980934065934066	EastAsian	NA	citation_journalist_last
2008	0.0352112676056338	0.0985915492957746	0.0643098591549296	EastAsian	NA	citation_journalist_last
2014	0.0735294117647059	0.132352941176471	0.102970588235294	EastAsian	NA	citation_journalist_last
2009	0.131086142322097	0.205992509363296	0.168741573033708	EastAsian	NA	citation_journalist_last
2015	0.157232704402516	0.229559748427673	0.191172955974843	EastAsian	NA	citation_journalist_last
2017	0.180196078431373	0.262745098039216	0.219188235294118	EastAsian	NA	citation_journalist_last
2006	0.0478723404255319	0.117021276595745	0.0791968085106383	EastAsian	NA	citation_journalist_last
2020	0.00966183574879227	0.0483091787439614	0.0286473429951691	SouthAsian	SouthAsian	citation_journalist_last
2010	0.0126984126984127	0.0412698412698413	0.0256761904761905	SouthAsian	NA	citation_journalist_last
2013	0.0180878552971576	0.0465116279069767	0.0305736434108527	SouthAsian	NA	citation_journalist_last
2018	0.0220588235294118	0.0625	0.0411617647058824	SouthAsian	NA	citation_journalist_last
2016	0.00746268656716418	0.0335820895522388	0.0187985074626866	SouthAsian	NA	citation_journalist_last
2012	0.0138888888888889	0.0416666666666667	0.0275861111111111	SouthAsian	NA	citation_journalist_last
2011	0.00746268656716418	0.0335820895522388	0.0191417910447761	SouthAsian	NA	citation_journalist_last
2007	0	0.0352941176470588	0.0173058823529412	SouthAsian	NA	citation_journalist_last
2019	0.0218978102189781	0.0583941605839416	0.0402007299270073	SouthAsian	NA	citation_journalist_last
2005	0	0.021978021978022	0.0103241758241758	SouthAsian	NA	citation_journalist_last
2008	0.00704225352112676	0.0563380281690141	0.028612676056338	SouthAsian	NA	citation_journalist_last
2014	0.00735294117647059	0.0367647058823529	0.0219448529411765	SouthAsian	NA	citation_journalist_last
2009	0.0187265917602996	0.0561797752808989	0.0373632958801498	SouthAsian	NA	citation_journalist_last
2015	0.0125786163522013	0.0440251572327044	0.0282201257861635	SouthAsian	NA	citation_journalist_last
2017	0.00392156862745098	0.0235294117647059	0.0119921568627451	SouthAsian	NA	citation_journalist_last
2006	0	0.0265957446808511	0.0110159574468085	SouthAsian	NA	citation_journalist_last
2020	0.00966183574879227	0.0434782608695652	0.0239613526570048	ArabTurkPers	ArabTurkPers	citation_journalist_last
2010	0.00952380952380952	0.0380952380952381	0.0223936507936508	ArabTurkPers	NA	citation_journalist_last
2013	0.0103359173126615	0.0335917312661499	0.0207751937984496	ArabTurkPers	NA	citation_journalist_last
2018	0.0183823529411765	0.0551470588235294	0.0364705882352941	ArabTurkPers	NA	citation_journalist_last
2016	0.0261194029850746	0.0708955223880597	0.0481492537313433	ArabTurkPers	NA	citation_journalist_last
2012	0.0138888888888889	0.0388888888888889	0.0255388888888889	ArabTurkPers	NA	citation_journalist_last
2011	0	0.0111940298507463	0.00359328358208955	ArabTurkPers	NA	citation_journalist_last
2007	0	0.0176470588235294	0.0059	ArabTurkPers	NA	citation_journalist_last
2019	0.0145985401459854	0.0474452554744526	0.0297262773722628	ArabTurkPers	NA	citation_journalist_last
2005	0	0	0	ArabTurkPers	NA	citation_journalist_last
2008	0	0.0285211267605631	0.0136478873239437	ArabTurkPers	NA	citation_journalist_last
2014	0.0110294117647059	0.0404411764705882	0.0251433823529412	ArabTurkPers	NA	citation_journalist_last
2009	0.0187265917602996	0.052434456928839	0.034059925093633	ArabTurkPers	NA	citation_journalist_last
2015	0.00314465408805031	0.0251572327044025	0.0122767295597484	ArabTurkPers	NA	citation_journalist_last
2017	0.00784313725490196	0.0352941176470588	0.019356862745098	ArabTurkPers	NA	citation_journalist_last
2006	0.00531914893617021	0.0372340425531915	0.020813829787234	ArabTurkPers	NA	citation_journalist_last
2020	0.29951690821256	0.410628019323671	0.35368115942029	CelticEnglish	CelticEnglish	citation_journalist_last
2010	0.317301587301587	0.40952380952381	0.362526984126984	CelticEnglish	NA	citation_journalist_last
2013	0.297157622739018	0.374677002583979	0.333198966408269	CelticEnglish	NA	citation_journalist_last
2018	0.253676470588235	0.341911764705882	0.296955882352941	CelticEnglish	NA	citation_journalist_last
2016	0.264925373134328	0.354477611940299	0.309828358208955	CelticEnglish	NA	citation_journalist_last
2012	0.294444444444444	0.377777777777778	0.338597222222222	CelticEnglish	NA	citation_journalist_last
2011	0.32089552238806	0.417910447761194	0.368600746268657	CelticEnglish	NA	citation_journalist_last
2007	0.352941176470588	0.488235294117647	0.418841176470588	CelticEnglish	NA	citation_journalist_last
2019	0.244525547445255	0.335766423357664	0.287744525547445	CelticEnglish	NA	citation_journalist_last
2005	0.318681318681319	0.43956043956044	0.379126373626374	CelticEnglish	NA	citation_journalist_last
2008	0.316901408450704	0.450704225352113	0.386366197183099	CelticEnglish	NA	citation_journalist_last
2014	0.279411764705882	0.371323529411765	0.326889705882353	CelticEnglish	NA	citation_journalist_last
2009	0.265730337078652	0.359550561797753	0.311007490636704	CelticEnglish	NA	citation_journalist_last
2015	0.235849056603774	0.320754716981132	0.27735534591195	CelticEnglish	NA	citation_journalist_last
2017	0.247058823529412	0.341176470588235	0.293207843137255	CelticEnglish	NA	citation_journalist_last
2006	0.367021276595745	0.478723404255319	0.422329787234043	CelticEnglish	NA	citation_journalist_last
2020	0.00966183574879227	0.0483091787439614	0.0290531400966184	Hispanic	Hispanic	citation_journalist_last
2010	0.019047619047619	0.053968253968254	0.034631746031746	Hispanic	NA	citation_journalist_last
2013	0.0155038759689922	0.0439276485788114	0.0286899224806202	Hispanic	NA	citation_journalist_last
2018	0.0330882352941176	0.0808823529411765	0.0552169117647059	Hispanic	NA	citation_journalist_last
2016	0.0186567164179104	0.0559701492537313	0.0366716417910448	Hispanic	NA	citation_journalist_last
2012	0.025	0.0583333333333333	0.0418694444444444	Hispanic	NA	citation_journalist_last
2011	0.0298507462686567	0.0708955223880597	0.0486492537313433	Hispanic	NA	citation_journalist_last
2007	0.0117647058823529	0.0529411764705882	0.0295235294117647	Hispanic	NA	citation_journalist_last
2019	0.0328467153284672	0.0802919708029197	0.0547591240875912	Hispanic	NA	citation_journalist_last
2005	0	0.032967032967033	0.0161758241758242	Hispanic	NA	citation_journalist_last
2008	0.0352112676056338	0.105633802816901	0.0716408450704225	Hispanic	NA	citation_journalist_last
2014	0.0183823529411765	0.0551470588235294	0.0366764705882353	Hispanic	NA	citation_journalist_last
2009	0.0149812734082397	0.052434456928839	0.0342059925093633	Hispanic	NA	citation_journalist_last
2015	0.0251572327044025	0.059748427672956	0.0416163522012579	Hispanic	NA	citation_journalist_last
2017	0	0.0235294117647059	0.012043137254902	Hispanic	NA	citation_journalist_last
2006	0.0265957446808511	0.0797872340425532	0.0532978723404255	Hispanic	NA	citation_journalist_last
2020	0.0241545893719807	0.0676328502415459	0.0436183574879227	Nordic	Nordic	citation_journalist_last
2010	0.0317460317460317	0.073015873015873	0.0507111111111111	Nordic	NA	citation_journalist_last
2013	0.0232558139534884	0.0542635658914729	0.0387958656330749	Nordic	NA	citation_journalist_last
2018	0.0294117647058824	0.0735294117647059	0.0517683823529412	Nordic	NA	citation_journalist_last
2016	0.0335820895522388	0.0783582089552239	0.0553992537313433	Nordic	NA	citation_journalist_last
2012	0.0333333333333333	0.0722222222222222	0.0531666666666667	Nordic	NA	citation_journalist_last
2011	0.0485074626865672	0.0970149253731343	0.0709440298507463	Nordic	NA	citation_journalist_last
2007	0.0235294117647059	0.0764705882352941	0.0478	Nordic	NA	citation_journalist_last
2019	0.0401459854014599	0.0875912408759124	0.062529197080292	Nordic	NA	citation_journalist_last
2005	0.0274725274725275	0.0824175824175824	0.0551758241758242	Nordic	NA	citation_journalist_last
2008	0.0352112676056338	0.0985915492957746	0.0629577464788732	Nordic	NA	citation_journalist_last
2014	0.0294117647058824	0.0698529411764706	0.0484117647058824	Nordic	NA	citation_journalist_last
2009	0.0337078651685393	0.0786516853932584	0.056438202247191	Nordic	NA	citation_journalist_last
2015	0.0345911949685535	0.0786163522012579	0.0562955974842767	Nordic	NA	citation_journalist_last
2017	0.0156862745098039	0.0549019607843137	0.0356901960784314	Nordic	NA	citation_journalist_last
2006	0.0478723404255319	0.111702127659574	0.0793457446808511	Nordic	NA	citation_journalist_last
2020	0.00483091787439614	0.0289855072463768	0.014743961352657	African	African	citation_journalist_last
2010	0.00634920634920635	0.0317460317460317	0.0191936507936508	African	NA	citation_journalist_last
2013	0.00516795865633075	0.0232558139534884	0.0128578811369509	African	NA	citation_journalist_last
2018	0	0.0147058823529412	0.00721323529411765	African	NA	citation_journalist_last
2016	0.00373134328358209	0.0223880597014925	0.0113208955223881	African	NA	citation_journalist_last
2012	0.00833333333333333	0.0333333333333333	0.0196861111111111	African	NA	citation_journalist_last
2011	0	0.0151119402985073	0.00725746268656716	African	NA	citation_journalist_last
2007	0	0.0176470588235294	0.00555294117647059	African	NA	citation_journalist_last
2019	0.00364963503649635	0.0218978102189781	0.0111423357664234	African	NA	citation_journalist_last
2005	0.00549450549450549	0.043956043956044	0.0220989010989011	African	NA	citation_journalist_last
2008	0	0.028169014084507	0.0137323943661972	African	NA	citation_journalist_last
2014	0.00367647058823529	0.0257352941176471	0.0147205882352941	African	NA	citation_journalist_last
2009	0.00749063670411985	0.0337078651685393	0.0191348314606742	African	NA	citation_journalist_last
2015	0.00628930817610063	0.0283018867924528	0.0157295597484277	African	NA	citation_journalist_last
2017	0.00392156862745098	0.0274509803921569	0.0157058823529412	African	NA	citation_journalist_last
2006	0	0	0	African	NA	citation_journalist_last
2020	0.00966183574879227	0.0434782608695652	0.0237536231884058	Hebrew	Hebrew	citation_journalist_last
2010	0.00317460317460317	0.0253968253968254	0.0126888888888889	Hebrew	NA	citation_journalist_last
2013	0.0155038759689922	0.0439276485788114	0.0284806201550388	Hebrew	NA	citation_journalist_last
2018	0.0110294117647059	0.0404411764705882	0.0257132352941176	Hebrew	NA	citation_journalist_last
2016	0.00373134328358209	0.0261194029850746	0.0145522388059701	Hebrew	NA	citation_journalist_last
2012	0.00833333333333333	0.0305555555555556	0.0191722222222222	Hebrew	NA	citation_journalist_last
2011	0.00373134328358209	0.0261194029850746	0.0147686567164179	Hebrew	NA	citation_journalist_last
2007	0	0	0	Hebrew	NA	citation_journalist_last
2019	0.00364963503649635	0.0255474452554745	0.0141934306569343	Hebrew	NA	citation_journalist_last
2005	0.0164835164835165	0.0549450549450549	0.0337912087912088	Hebrew	NA	citation_journalist_last
2008	0	0.0211267605633803	0.00685211267605634	Hebrew	NA	citation_journalist_last
2014	0.0110294117647059	0.0404411764705882	0.02575	Hebrew	NA	citation_journalist_last
2009	0	0.0112359550561798	0.00374906367041199	Hebrew	NA	citation_journalist_last
2015	0.00628930817610063	0.0283018867924528	0.0157044025157233	Hebrew	NA	citation_journalist_last
2017	0.0156862745098039	0.0549019607843137	0.0344196078431373	Hebrew	NA	citation_journalist_last
2006	0	0.0159574468085106	0.00535106382978723	Hebrew	NA	citation_journalist_last
2020	0	0	0	Greek	Greek	citation_journalist_last
2010	0	0.019047619047619	0.00940952380952381	Greek	NA	citation_journalist_last
2013	0	0.0103359173126615	0.00512919896640827	Greek	NA	citation_journalist_last
2018	0	0.0110294117647059	0.00380514705882353	Greek	NA	citation_journalist_last
2016	0	0.0186567164179104	0.0076455223880597	Greek	NA	citation_journalist_last
