query	address.country_code	un_region	un_subregion	hand_edited	Freq	query_date	place_id	osm_type	display_name	class	type	importance	address.country	reviewed
jeju national university	kr	Asia	Eastern Asia	FALSE	1	2021-02-03	11306936	node	ì œì£¼êµ<90>ëŒ€, ì<9d>¼ì£¼ë<8f>™ë¡œ, ê±´ìž…ë<8f>™, ì œì£¼ì‹œ, 63293, ëŒ€í•œë¯¼êµ­	junction	yes	0.001	ëŒ€í•œë¯¼êµ­	FALSE
kookmin university	kr	Asia	Eastern Asia	FALSE	1	2021-02-03	129642584	way	êµ­ë¯¼ëŒ€í•™êµ<90>, ë³´êµ­ë¬¸ë¡œ29ê¸¸, ì •ë¦‰3ë<8f>™, ì„±ë¶<81>êµ¬, ì„œìš¸, 02707, ëŒ€í•œë¯¼êµ­	amenity	university	0.001	ëŒ€í•œë¯¼êµ­	FALSE
korea atomic energy research institute	kr	Asia	Eastern Asia	FALSE	1	2021-02-03	238115633	way	í•œêµ­ì›<90>ìž<90>ë ¥ì—°êµ¬ì›<90>, ì‹ ì„±ë<8f>™, ìœ ì„±êµ¬, ëŒ€ì „, ëŒ€í•œë¯¼êµ­	landuse	military	0.2	ëŒ€í•œë¯¼êµ­	FALSE
korea development institute	kr	Asia	Eastern Asia	FALSE	1	2021-02-03	72869447	node	ë¶<81>í•œê°œë°œì—°êµ¬ì†Œ, 28, í<9d>¬ìš°ì •ë¡œ5ê¸¸, í•©ì •ë<8f>™, ë§ˆí<8f>¬êµ¬, ì„œìš¸, ì˜¤ì •êµ¬, 04019, ëŒ€í•œë¯¼êµ­	office	research	0.001	ëŒ€í•œë¯¼êµ­	FALSE
korea institute of nuclear safety	kr	Asia	Eastern Asia	FALSE	1	2021-02-03	198459956	way	í•œêµ­ì›<90>ìž<90>ë ¥ì•ˆì „ê¸°ìˆ ì›<90>, ì˜¨ì²œë<8f>™, ìœ ì„±êµ¬, ëŒ€ì „, ëŒ€í•œë¯¼êµ­	landuse	commercial	0.2	ëŒ€í•œë¯¼êµ­	FALSE
korea institute of ocean science and technology	kr	Asia	Eastern Asia	FALSE	1	2021-02-03	175306429	way	í•œêµ­í•´ì–‘ê³¼í•™ê¸°ìˆ ì›<90>, ìƒ<81>ë¡<9d>êµ¬, ì•ˆì‚°ì‹œ, ê²½ê¸°ë<8f>„, ëŒ€í•œë¯¼êµ­	landuse	industrial	0.2	ëŒ€í•œë¯¼êµ­	FALSE
kyungpook national university	kr	Asia	Eastern Asia	FALSE	1	2021-02-03	145552795	way	êµ­ë¦½ê²½ë¶<81>ëŒ€í•™êµ<90>, ëŒ€í˜„ë¡œ9ê¸¸, ëŒ€í˜„ë<8f>™, ë¶<81>êµ¬, ëŒ€êµ¬, 41573, ëŒ€í•œë¯¼êµ­	amenity	university	0.001	ëŒ€í•œë¯¼êµ­	FALSE
ls cable	kr	Asia	Eastern Asia	FALSE	1	2021-02-03	207764001	way	LSì „ì„ ì‚¬ì›<90>ì•„íŒŒíŠ¸, ì‹ í<8f>‰ë<8f>™, êµ¬ë¯¸ì‹œ, ê²½ìƒ<81>ë¶<81>ë<8f>„, ëŒ€í•œë¯¼êµ­	landuse	residential	0.3	ëŒ€í•œë¯¼êµ­	FALSE
ministry of oceans and fisheries	kr	Asia	Eastern Asia	FALSE	1	2021-02-03	53551582	node	í•´ì–‘ìˆ˜ì‚°ë¶€(5ë<8f>™), 94, ë‹¤ì†œ2ë¡œ, ì–´ì§„ë<8f>™, ë<8f>„ë‹´ë<8f>™, ì„¸ì¢…, 30110, ëŒ€í•œë¯¼êµ­	office	government	0.001	ëŒ€í•œë¯¼êµ­	FALSE
postech	kr	Asia	Eastern Asia	FALSE	1	2021-02-03	259443543	relation	í<8f>¬í•­ê³µê³¼ëŒ€í•™êµ<90>, 77, ì²­ì•”ë¡œ, íš¨ê³¡ë<8f>™, ë‚¨êµ¬, í<8f>¬í•­ì‹œ, ê²½ìƒ<81>ë¶<81>ë<8f>„, 37673, ëŒ€í•œë¯¼êµ­	amenity	university	0.001	ëŒ€í•œë¯¼êµ­	FALSE
pusan national university in busan	kr	Asia	Eastern Asia	FALSE	1	2021-02-03	196919997	way	ë¶€ì‚°ëŒ€í•™êµ<90>, ê¸ˆê°•ë¡œ335ë²ˆê¸¸, ìž¥ì „1ë<8f>™, ìž¥ì „ë<8f>™, ê¸ˆì •êµ¬, ë¶€ì‚°, 46282, ëŒ€í•œë¯¼êµ­	amenity	university	0.439740442442793	ëŒ€í•œë¯¼êµ­	FALSE
sbs	kr	Asia	Eastern Asia	FALSE	1	2021-02-03	61070534	node	SBS, 161, ëª©ë<8f>™ì„œë¡œ, ëª©1ë<8f>™, ì–‘ì²œêµ¬, ì„œìš¸, ì˜¤ì •êµ¬, 08006, ëŒ€í•œë¯¼êµ­	amenity	studio	0.692747798796741	ëŒ€í•œë¯¼êµ­	FALSE
seoul national university of science and technology	kr	Asia	Eastern Asia	FALSE	1	2021-02-03	178768152	way	ì„œìš¸ê³¼í•™ê¸°ìˆ ëŒ€í•™êµ<90>, ë…¸ì›<90>ë¡œ, ê³µë¦‰2ë<8f>™, ì„œìš¸, 01816, ëŒ€í•œë¯¼êµ­	amenity	university	0.375700293936422	ëŒ€í•œë¯¼êµ­	FALSE
sungkyunkwan	kr	Asia	Eastern Asia	FALSE	1	2021-02-03	107069637	way	ì„±ê· ê´€ëŒ€í•™êµ<90> ì<9d>¸ë¬¸ì‚¬íšŒê³¼í•™ìº í<8d>¼ìŠ¤, 25-2, ì„±ê· ê´€ë¡œ, í˜œí™”ë<8f>™, ì¢…ë¡œêµ¬, ëª…ë¥œ1ê°€, ì„œìš¸, 03063, ëŒ€í•œë¯¼êµ­	amenity	university	0.483507677970318	ëŒ€í•œë¯¼êµ­	FALSE
university of ulsan college of medicine	kr	Asia	Eastern Asia	FALSE	1	2021-02-03	200588646	way	ìš¸ì‚°ëŒ€í•™êµ<90> ì<9d>˜ê³¼ëŒ€í•™, 88, ì˜¬ë¦¼í”½ë¡œ43ê¸¸, Pungnap 2(i)-dong, ì†¡íŒŒêµ¬, ì„œìš¸, 05505, ëŒ€í•œë¯¼êµ­	amenity	university	0.001	ëŒ€í•œë¯¼êµ­	FALSE
kim chaek university of technology	kp	Asia	Eastern Asia	FALSE	1	2021-02-03	117123664	way	ê¹€ì±…ê³µì—…ì¢…í•©ëŒ€í•™, ì˜<81>ê´‘ê±°ë¦¬, ì¤‘êµ¬ì—­, ì™¸ì„±ë<8f>™, í<8f>‰ì–‘ì‹œ, ì¡°ì„ ë¯¼ì£¼ì£¼ì<9d>˜ì<9d>¸ë¯¼ê³µí™”êµ­	amenity	university	0.340053860433783	ì¡°ì„ ë¯¼ì£¼ì£¼ì<9d>˜ì<9d>¸ë¯¼ê³µí™”êµ­	FALSE
kim il-sung university	kp	Asia	Eastern Asia	FALSE	1	2021-02-03	258684511	relation	ê¹€ì<9d>¼ì„±ì¢…í•©ëŒ€í•™, ë ¤ëª…ê±°ë¦¬, ëŒ€ì„±êµ¬ì—­, í<8f>‰ì–‘, í<8f>‰ì–‘ì‹œ, ì¡°ì„ ë¯¼ì£¼ì£¼ì<9d>˜ì<9d>¸ë¯¼ê³µí™”êµ­	amenity	university	0.42474743961288	ì¡°ì„ ë¯¼ì£¼ì£¼ì<9d>˜ì<9d>¸ë¯¼ê³µí™”êµ­	FALSE
pyongyang university of science and technology	kp	Asia	Eastern Asia	FALSE	1	2021-02-03	45781187	node	í<8f>‰ì–‘ê³¼í•™ê¸°ìˆ ëŒ€í•™, AH1, ë<9d>½ëž‘êµ¬ì—­, í<8f>‰ì–‘, í<8f>‰ì–‘ì‹œ, ì¡°ì„ ë¯¼ì£¼ì£¼ì<9d>˜ì<9d>¸ë¯¼ê³µí™”êµ­	amenity	university	0.292441551930616	ì¡°ì„ ë¯¼ì£¼ì£¼ì<9d>˜ì<9d>¸ë¯¼ê³µí™”êµ­	FALSE
university of the west indies	kn	Americas	Caribbean	FALSE	1	2021-02-03	207615978	way	University Of The West Indies, Horsfords Road, Irish Town, Port Zante, Basseterre, Saint George Basseterre, Saint Kitts, 07162, Saint Kitts and Nevis	amenity	university	0.501	Saint Kitts and Nevis	FALSE
central pacific	ki	Oceania	Micronesia	FALSE	1	2021-02-03	195202169	way	Central Pacific, Main Road, Nawerewere, Tarawa Te Inainano, Kiribati	shop	seafood	0.201	Kiribati	FALSE
cdri	kh	Asia	South-Eastern Asia	FALSE	1	2021-02-03	53298902	node	CDRI, áž•áŸ’áž›áž¼ážœ áŸ£áŸ¡áŸ¥, ážŸáž„áŸ’áž€áž¶áž<8f>áŸ‹áž”áž¹áž„áž€áž€áŸ‹áž‘áž¸ áŸ¢, áž<81>ážŽáŸ’ážŒáž‘áž½áž›áž‚áŸ„áž€, ážšáž¶áž‡áž’áž¶áž“áž¸áž—áŸ’áž“áŸ†áž–áŸ<81>áž‰, 120408, áž–áŸ’ážšáŸ‡ážšáž¶áž‡áž¶ážŽáž¶áž…áž€áŸ’ážšâ€‹áž€áž˜áŸ’áž–áž»áž‡áž¶	office	educational_institution	0.101	áž–áŸ’ážšáŸ‡ážšáž¶áž‡áž¶ážŽáž¶áž…áž€áŸ’ážšâ€‹áž€áž˜áŸ’áž–áž»áž‡áž¶	FALSE
morakot	kh	Asia	South-Eastern Asia	FALSE	1	2021-02-03	150353783	way	áž€áŸ„áŸ‡áž–ážŸáŸ‹, áž€áŸ’ážšáž»áž„áž–áŸ’ážšáŸ‡ážŸáž¸áž áž“áž», áž<81>áŸ<81>áž<8f>áŸ’áž<8f>áž–áŸ’ážšáŸ‡ážŸáž¸áž áž“áž», áž–áŸ’ážšáŸ‡ážšáž¶áž‡áž¶ážŽáž¶áž…áž€áŸ’ážšâ€‹áž€áž˜áŸ’áž–áž»áž‡áž¶	place	island	0.325	áž–áŸ’ážšáŸ‡ážšáž¶áž‡áž¶ážŽáž¶áž…áž€áŸ’ážšâ€‹áž€áž˜áŸ’áž–áž»áž‡áž¶	FALSE
public prosecutor's office	kg	Asia	Central Asia	FALSE	1	2021-02-03	104759616	way	ÐŸÑ€Ð¾ÐºÑƒÑ€Ð°Ñ‚ÑƒÑ€Ð°, Ð‘Ð¸ÑˆÐºÐµÐº, ÐšÑ‹Ñ€Ð³Ñ‹Ð·Ñ<81>Ñ‚Ð°Ð½	landuse	construction	0.2	ÐšÑ‹Ñ€Ð³Ñ‹Ð·Ñ<81>Ñ‚Ð°Ð½	FALSE
angelina jolie	ke	Africa	Eastern Africa	FALSE	1	2021-02-03	185368038	way	Angelina Jolie Primary School, E1351, Turkana, Kenya	amenity	school	0.201	Kenya	FALSE
glaxo­smithkline	ke	Africa	Eastern Africa	FALSE	1	2021-02-03	256812958	way	Glaxo Smithkline, Mbotela, Central Business District, Nairobi, Kenya	landuse	industrial	0.4	Kenya	FALSE
international centre of insect physiology and ecology	ke	Africa	Eastern Africa	FALSE	1	2021-02-03	193624949	way	International Centre of Insect Physiology and Ecology (ICIPE) Field Station, Ukunda-Ramisi Road, Kona Ya Chale, Kwale, Coastal Kenya, 80400, Kenya	building	industrial	0.701	Kenya	FALSE
international livestock research institute	ke	Africa	Eastern Africa	FALSE	1	2021-02-03	154926034	way	International Livestock Research Institute, C61, Nairobi, P.O. BOX 30709, Kenya	office	educational_institution	0.401	Kenya	FALSE
kenya wildlife service	ke	Africa	Eastern Africa	FALSE	1	2021-02-03	168205921	way	Kenya Wildlife Service, Kisumu, Nyanza, Kenya	landuse	commercial	0.5	Kenya	FALSE
mount kenya safari club	ke	Africa	Eastern Africa	FALSE	1	2021-02-03	15683008	node	Mount Kenya Safari Club, D488, Nyeri, Central Kenya, 10400, Kenya	tourism	hotel	0.401	Kenya	FALSE
sino-africa joint research centre	ke	Africa	Eastern Africa	FALSE	1	2021-02-03	177716862	way	Sino-Africa Joint Research Centre, Juja, Kiambu, Central Kenya, Kenya	landuse	construction	0.7	Kenya	FALSE
university of nairobi	ke	Africa	Eastern Africa	FALSE	1	2021-02-03	66537019	node	University of Nairobi(Kabete Campus), Kapenguria Road, Nairobi, P.O. BOX 30709, Kenya	amenity	university	0.301	Kenya	FALSE
us court of appeals	ke	Africa	Eastern Africa	FALSE	1	2021-02-03	116083341	way	Court of Appeals, Fort Jesus Road, Mombasa, Coastal Kenya, 80100, Kenya	amenity	courthouse	0.401	Kenya	FALSE
verity	ke	Africa	Eastern Africa	FALSE	1	2021-02-03	163539434	way	Verity, Nyeri, Central Kenya, 10100, Kenya	highway	residential	0.2	Kenya	FALSE
world agroforestry centre	ke	Africa	Eastern Africa	FALSE	1	2021-02-03	259495866	relation	World Agroforestry Center, ICRAF Road, Gigiri, Nairobi, 00800, Kenya	building	yes	0.512795139465266	Kenya	FALSE
advanced science institute	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	180150166	way	ç”£æ¥­æŠ€è¡“ç·<8f>å<90>ˆç ”ç©¶æ‰€ï¼›è¥¿äº‹æ¥­æ‰€, å­¦åœ’è¥¿å¤§é€šã‚Š, ã<81>¤ã<81><8f>ã<81>°å¸‚, èŒ¨åŸŽçœŒ, 305-0061, æ—¥æœ¬	amenity	research_institute	0.42962282009393	æ—¥æœ¬	FALSE
aerospace exploration agency	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	104684391	way	å®‡å®™èˆªç©ºç ”ç©¶é–‹ç™ºæ©Ÿæ§‹ (JAXA), ä¸‰é·¹é€šã‚Š æ­¦è”µé‡Žèª¿å¸ƒç·š, èª¿å¸ƒå¸‚, æ<9d>±äº¬éƒ½, 182-0012, æ—¥æœ¬	amenity	research_institute	0.534103782224402	æ—¥æœ¬	FALSE
aga	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	258597957	relation	é˜¿è³€ç”º, æ<9d>±è’²åŽŸéƒ¡, æ–°æ½ŸçœŒ, æ—¥æœ¬	boundary	administrative	0.438650451987068	æ—¥æœ¬	FALSE
atomic energy agency	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	220860551	way	Japan Atomic Energy Agency, 765-1, ã<81>¯ã<81>ªã<81>¿ã<81>šã<81><8d>é€šã‚Š, æ<9d>±æµ·æ<9d>‘, é‚£ç<8f>‚éƒ¡, èŒ¨åŸŽçœŒ, 319-1184, æ—¥æœ¬	building	yes	0.301	æ—¥æœ¬	FALSE
azabu university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	129610650	way	éº»å¸ƒå¤§å­¦, çŸ¢éƒ¨ã<81>µã‚Œã<81>‚ã<81>„åœ°ä¸‹é<81>“, ä¸­å¤®åŒº, ç›¸æ¨¡åŽŸå¸‚, ç¥žå¥ˆå·<9d>çœŒ, 229-0032, æ—¥æœ¬	amenity	university	0.415142283922981	æ—¥æœ¬	FALSE
bandai	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	258916292	relation	ç£<90>æ¢¯ç”º, è€¶éº»éƒ¡, ç¦<8f>å³¶çœŒ, 969-3301, æ—¥æœ¬	boundary	administrative	0.408093117536752	æ—¥æœ¬	FALSE
carbon institute	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	144485403	way	ã‚«ãƒ¼ãƒœãƒ³ãƒ‹ãƒ¥ãƒ¼ãƒˆãƒ©ãƒ«ãƒ»ã‚¨ãƒ<8d>ãƒ«ã‚®ãƒ¼å›½éš›ç ”ç©¶æ‰€ ç¬¬1ç ”ç©¶æ£Ÿ, æ¡œäº•å¤ªéƒŽä¸¸ç·š, è¥¿åŒº, ç¦<8f>å²¡å¸‚, ç¦<8f>å²¡çœŒ, 819-0382, æ—¥æœ¬	building	university	0.001	æ—¥æœ¬	FALSE
center for materials science	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	140270004	way	ãƒŠãƒŽãƒžãƒ†ãƒªã‚¢ãƒ«ãƒ†ã‚¯ãƒŽãƒ­ã‚¸ãƒ¼ã‚»ãƒ³ã‚¿ãƒ¼  (Center for Nano Materials and Technology), çŸ³å·<9d>çœŒé<81>“55å<8f>·å°<8f>æ<9d>¾è¾°å<8f>£ç·š, æ—­å<8f>°, èƒ½ç¾Žå¸‚, çŸ³å·<9d>çœŒ, 923-1206, æ—¥æœ¬	building	university	0.301	æ—¥æœ¬	FALSE
chiba institute of technology	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	104275451	way	å<8d>ƒè‘‰å·¥æ¥­å¤§å­¦, ã<81>¾ã‚<8d>ã<81>«ã<81>ˆé€šã‚Š, æ´¥ç”°æ²¼2, ç¿’å¿—é‡Žå¸‚, å<8d>ƒè‘‰çœŒ, 274-0825, æ—¥æœ¬	amenity	university	0.442477975994532	æ—¥æœ¬	FALSE
chiba university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	133433420	way	å<8d>ƒè‘‰å¤§å­¦, æ–‡æ•™é€šã‚Š, æ<9d>¾æ³¢2, ç·‘ç”º1, ç¨²æ¯›åŒº, å<8d>ƒè‘‰å¸‚, å<8d>ƒè‘‰çœŒ, 2600033, æ—¥æœ¬	amenity	university	0.495611571950763	æ—¥æœ¬	FALSE
chuo university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	218424118	way	ä¸­å¤®å¤§å­¦, å¤šæ‘©ãƒ¢ãƒŽãƒ¬ãƒ¼ãƒ«é€šã‚Š, å…«çŽ‹å­<90>å¸‚, æ<9d>±äº¬éƒ½, 191-8506, æ—¥æœ¬	amenity	university	0.540197762731253	æ—¥æœ¬	FALSE
cooperative research center	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	207174922	way	ç™¾å‘¨å¹´è¨˜å¿µé¤¨ï¼ˆç”£å­¦é€£æ<90>ºæŽ¨é€²æ©Ÿæ§‹ï¼‰, ç§‹ç”°å…«éƒŽæ½Ÿç·š, æ‰‹å½¢å±±å´Žç”º, ç§‹ç”°å¸‚, ç§‹ç”°çœŒ, 010-0864, æ—¥æœ¬	building	university	0.001	æ—¥æœ¬	FALSE
council for science and technology	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	14641777	node	ç·<8f>å<90>ˆç§‘å­¦æŠ€è¡“ä¼šè­°, å…­æœ¬æœ¨é€šã‚Š, éœžãƒ¶é–¢3, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0013, æ—¥æœ¬	building	public	0.001	æ—¥æœ¬	FALSE
denka	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	216092175	way	Denka, ç³¸é­šå·<9d>å¸‚, æ–°æ½ŸçœŒ, æ—¥æœ¬	landuse	industrial	0.3	æ—¥æœ¬	FALSE
department of internal medicine	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	302545893	way	å°<8f>å<9d>‚å†…ç§‘ã‚¯ãƒªãƒ‹ãƒƒã‚¯, 11, å°<8f>ç«‹é‡Žé€šã‚Š é‡‘æ²¢æ¹¯æ¶Œç¦<8f>å…‰ç·š, å®<9d>ç”º, é‡‘æ²¢å¸‚, çŸ³å·<9d>çœŒ, 920-8638, æ—¥æœ¬	amenity	doctors	0.001	æ—¥æœ¬	FALSE
department of physiology	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	50185221	node	Department of Physiology, Wakayama Medical University School of Medicine, ä¸­å¤®é€šã‚Š, å’Œæ­Œå±±å¸‚, å’Œæ­Œå±±çœŒ, 640-8511, æ—¥æœ¬	amenity	school	0.301	æ—¥æœ¬	FALSE
doi	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	48804686	node	åœŸå±…, å¹³é‡Žå®ˆå<8f>£ç·š, å¤§æž<9d>è¥¿ç”º, é¦¬å ´ç”ºä¸‰ä¸<81>ç›®, å®ˆå<8f>£å¸‚, å¤§é˜ªåºœ, 570-0038, æ—¥æœ¬	railway	station	0.338296402069185	æ—¥æœ¬	FALSE
fisheries agency	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	14700372	node	æ°´ç”£åº<81>, éœžã‚±é–¢, éœžãƒ¶é–¢1, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0013, æ—¥æœ¬	building	public	0.001	æ—¥æœ¬	FALSE
goto	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	258571934	relation	äº”å³¶å¸‚, é•·å´ŽçœŒ, æ—¥æœ¬	boundary	administrative	0.430996300874427	æ—¥æœ¬	FALSE
hirosaki university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	173133861	way	å¼˜å‰<8d>å¤§å­¦, çŸ³å·<9d>åœŸæ‰‹ç”ºç·š, å¯Œç”°3, å¯Œé‡Žç”º, å¼˜å‰<8d>å¸‚, é<9d>’æ£®çœŒ, 036-8186, æ—¥æœ¬	amenity	university	0.444601849346538	æ—¥æœ¬	FALSE
idex	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	158633198	way	Cosmo, äºŒä¸­é€šã‚Š, é«˜éº—ç”º, é¹¿å…<90>å³¶å¸‚, é¹¿å…<90>å³¶çœŒ, 892-8677, æ—¥æœ¬	amenity	fuel	0.001	æ—¥æœ¬	FALSE
ito	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	258663212	relation	ä¼Šæ<9d>±å¸‚, é<9d>™å²¡çœŒ, æ—¥æœ¬	boundary	administrative	0.460897541165665	æ—¥æœ¬	FALSE
itochu	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	164136286	way	ITOCHU, ã<81>¾ã‚<81>ã<81> å¤§é€šã‚Š;é‡‘æ²¢ç”°é¶´æµœç·š, åºƒå²¡1, åºƒå²¡, é‡‘æ²¢å¸‚, çŸ³å·<9d>çœŒ, 920-0031, æ—¥æœ¬	building	yes	0.101	æ—¥æœ¬	FALSE
jamstec	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	15031015	node	æµ·æ´‹ç ”ç©¶é–‹ç™ºæ©Ÿæ§‹, ãƒ†ã‚¹ãƒˆã‚³ãƒ¼ã‚¹ï¼ˆGRANDRIVEï¼‰, æ¨ªé ˆè³€å¸‚, ç¥žå¥ˆå·<9d>çœŒ, 238-8550, æ—¥æœ¬	amenity	public_building	0.001	æ—¥æœ¬	FALSE
japan aerospace and exploration agency	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	104684391	way	å®‡å®™èˆªç©ºç ”ç©¶é–‹ç™ºæ©Ÿæ§‹ (JAXA), ä¸‰é·¹é€šã‚Š æ­¦è”µé‡Žèª¿å¸ƒç·š, èª¿å¸ƒå¸‚, æ<9d>±äº¬éƒ½, 182-0012, æ—¥æœ¬	amenity	research_institute	0.534103782224402	æ—¥æœ¬	FALSE
japan patent office	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	15012020	node	ç‰¹è¨±åº<81>, 3, å¤–å €é€šã‚Š, éœžãƒ¶é–¢3, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-8915, æ—¥æœ¬	office	government	0.412830331815194	æ—¥æœ¬	FALSE
japanese communist party	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	26533301	node	æ—¥æœ¬å…±ç”£å…šä¸­å¤®å§”å“¡ä¼š, 7, æ˜Žæ²»é€šã‚Š, å<8d>ƒé§„ãƒ¶è°·å››ä¸<81>ç›®, æ¸‹è°·åŒº, æ<9d>±äº¬éƒ½, 151-8586, æ—¥æœ¬	office	political_party	0.001	æ—¥æœ¬	FALSE
juntendo university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	126277004	way	é †å¤©å ‚å¤§å­¦ï¼ˆåŒ»å­¦éƒ¨ï¼‰, æ²¹å<9d>‚, æœ¬éƒ·äºŒä¸<81>ç›®, æ–‡äº¬åŒº, æ<9d>±äº¬éƒ½, 113-8431, æ—¥æœ¬	amenity	university	0.001	æ—¥æœ¬	FALSE
kawasaki	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	258763819	relation	å·<9d>å´Žå¸‚, ç¥žå¥ˆå·<9d>çœŒ, æ—¥æœ¬	boundary	administrative	0.579153673816489	æ—¥æœ¬	FALSE
keio	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	226108428	way	Keio Line, å›½éš›é€šã‚Š, è¥¿æ–°å®¿ä¸€ä¸<81>ç›®, æ–°å®¿åŒº, æ<9d>±äº¬éƒ½, 160-0023, æ—¥æœ¬	shop	mall	0.101	æ—¥æœ¬	FALSE
kurume university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	173775202	way	ä¹…ç•™ç±³å¤§å­¦ï¼ˆåŒ»å­¦éƒ¨ï¼‰, çœŒé<81>“17å<8f>·åŒ»å¤§é€šã‚Š, åŸŽå<8d>—ç”º, ä¹…ç•™ç±³å¸‚, ç¦<8f>å²¡çœŒ, 830-0011, æ—¥æœ¬	amenity	university	0.446874063573656	æ—¥æœ¬	FALSE
laboratory of radioisotope complex	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	111776378	way	R.I ç·<8f>å<90>ˆ å®Ÿé¨“å®¤, ã‚„ã<81>™ã‚‰ã<81>Žã<81>®é<81>“, åŒ—å°<8f>è·¯ç”º, å†…ä¾<8d>åŽŸç”º, å¥ˆè‰¯å¸‚, å¥ˆè‰¯çœŒ, 6308271, æ—¥æœ¬	building	university	0.001	æ—¥æœ¬	FALSE
mathematical society	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	64702547	node	æ—¥æœ¬æ•°å­¦ä¼š, 8, è”µå‰<8d>æ©‹é€šã‚Š, å<8f>°æ<9d>±äºŒä¸<81>ç›®, å<8f>°æ<9d>±åŒº, æ<9d>±äº¬éƒ½, 110-0006, æ—¥æœ¬	office	association	0.001	æ—¥æœ¬	FALSE
meijo university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	128174721	way	å<90><8d>åŸŽå¤§å­¦, é£¯ç”°è¡—é<81>“, å¤©ç™½åŒº, å<90><8d>å<8f>¤å±‹å¸‚, æ„›çŸ¥çœŒ, 468-8503, æ—¥æœ¬	amenity	university	0.445726149027095	æ—¥æœ¬	FALSE
merck & company	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	218371594	way	Merck, ã<81>„ã‚<8f>ã<81><8d>å¸‚, ç¦<8f>å³¶çœŒ, æ—¥æœ¬	landuse	industrial	0.3	æ—¥æœ¬	FALSE
meteorological agency	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	258888416	relation	æ°—è±¡åº<81>, å†…å €é€šã‚Š, å¤§æ‰‹ç”º1, å¤§æ‰‹ç”º, ç¥žç”°, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0004, æ—¥æœ¬	building	public	0.528920419784088	æ—¥æœ¬	FALSE
mext	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	50358605	node	æ–‡éƒ¨ç§‘å­¦çœ<81>, æ¡œç”°é€šã‚Š, éœžãƒ¶é–¢1, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0013, æ—¥æœ¬	office	government	0.541445598310702	æ—¥æœ¬	FALSE
ministry of foreign affairs	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	14859293	node	å¤–å‹™çœ<81>, éœžãƒ¶é–¢å<9d>‚, éœžãƒ¶é–¢2, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0013, æ—¥æœ¬	building	public	0.545769418466942	æ—¥æœ¬	FALSE
ministry of the environment	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	123742322	way	ç’°å¢ƒçœ<81>, ç¥<9d>ç”°é€šã‚Š, éœžãƒ¶é–¢1, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0013, æ—¥æœ¬	amenity	public_building	0.508986391392961	æ—¥æœ¬	FALSE
